,created_at,text,word_count,char_count,avg_word,stopwords,hastags,numerics,upper
0,2019-07-24 15:51:58,collected without protection laws place,14,88,5.357142857142857,5,1,0,0
1,2019-07-24 06:59:17,greenshopea1 idnamba better ktnnewscentre hudumabill2019 hudumanamba wednesdaywisdom wednesda,15,140,8.4,5,7,0,1
2,2019-07-24 06:54:59,idnamba better ktnnewscentre hudumabill2019 hudumanamba wednesdaywisdom httpstcoqvjmio7ztk,13,136,9.538461538461538,5,6,0,0
3,2019-07-23 12:02:59,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
4,2019-07-22 16:35:44,believe fredmatiangi committed offense engaging project without prior proper p httpstcoxgwtzxeons,19,140,6.421052631578948,5,1,0,1
5,2019-07-21 16:19:51,06ce0a6fd311462 cindysalma1 kenyans ni hii story ya odumanamba imemuigopesha,10,97,8.8,0,2,0,0
6,2019-07-21 14:03:09,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
7,2019-07-21 11:14:19,hontimwanyonyi divergent views exist draft bill chance voice opinion,24,140,4.875,10,2,0,1
8,2019-07-21 10:42:41,hontimwanyonyi divergent views exist draft bill chance voice opinion,24,140,4.875,10,2,0,1
9,2019-07-21 08:19:48,next stophudumanumber httpstcotedkwvebew,3,47,15.0,0,0,0,0
10,2019-07-20 19:07:52,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
11,2019-07-20 12:57:47,hawkerkenyan external hard disk free delivery countrywide brand new 3tb hard disk ksh 3500 call 254729558851 loveisland mo,18,140,5.8,0,2,0,5
12,2019-07-20 10:55:38,hawkerkenyan external hard disk free delivery countrywide brand new 3tb hard disk ksh 3500 call 254729558851 loveisland mo,18,140,5.8,0,2,0,5
13,2019-07-20 10:55:14,mugiirajob hello kuraroads concern today 18th july 2019 thika rd outering rd junction still completed,24,139,4.833333333333333,4,0,0,1
14,2019-07-20 10:46:39,external hard disk free delivery countrywide brand new 3tb hard disk ksh 3500 call 254729558851 httpstcop8ck7y4xsh,17,129,6.411764705882353,0,0,0,4
15,2019-07-20 10:25:20,understanding think trying make like ssn us one gets birth httpstcouy3sdslvtt,23,139,5.086956521739131,8,1,0,3
16,2019-07-20 08:28:05,hontimwanyonyi divergent views exist draft bill chance voice opinion,24,140,4.875,10,2,0,1
17,2019-07-20 08:19:48,hontimwanyonyi divergent views exist draft bill chance voice opinion,24,140,4.875,10,2,0,1
18,2019-07-20 08:02:52,hontimwanyonyi divergent views exist draft bill chance voice opinion,24,140,4.875,10,2,0,1
19,2019-07-20 07:57:56,divergent views exist draft bill chance voice opinio httpstcodpefun1t3z,22,140,5.409090909090909,10,1,0,0
20,2019-07-19 21:37:02,one supporting see improve social welfare senalg,20,111,4.6,8,2,0,3
21,2019-07-19 13:07:21,senator045 ever gone contact list youre broke discover 98 contact useless ar,23,140,4.875,10,1,0,1
22,2019-07-19 11:29:40,senator045 ever gone contact list youre broke discover 98 contact useless ar,23,140,4.875,10,1,0,1
23,2019-07-19 08:04:46,yawah im going marry,8,46,4.875,2,1,0,2
24,2019-07-19 06:07:04,collobrown25 didnt include oxygen services cant access without still safe,19,123,5.526315789473684,6,1,0,1
25,2019-07-19 06:06:10,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
26,2019-07-19 05:47:01,davidadeola3792 bec2019 royalassemblychurch get lr hands involved something stop wishing money fal,19,140,6.421052631578948,5,3,0,2
27,2019-07-19 05:30:55,fuck didkeyans think kamaulichukua dont complain,9,74,7.333333333333333,1,1,0,0
28,2019-07-19 05:16:42,samgichuru,19,140,5.409090909090909,8,2,0,2
29,2019-07-19 00:22:30,kaarada247 government forces get numberjust realize never good good doomnewwor,23,140,5.130434782608695,11,0,0,1
30,2019-07-18 19:26:43,morgancheruiyot even moment cannot vote without gok id card u cannot open account without httpstcocsw61ktgga,21,140,5.666666666666667,5,0,0,1
31,2019-07-18 19:12:04,kaarada247 government forces get numberjust realize never good good doomnewwor,23,140,5.130434782608695,11,0,0,1
32,2019-07-18 19:11:08,point id httpstcoywovti4bkj,11,76,6.0,5,1,0,1
33,2019-07-18 19:08:59,mugiirajob hello kuraroads concern today 18th july 2019 thika rd outering rd junction still completed,24,139,4.833333333333333,4,0,0,1
34,2019-07-18 18:10:16,nakurusfinest thing discussed floor national assembly lack merits,25,139,4.791666666666667,13,1,0,1
35,2019-07-18 16:36:03,samgichuru,19,140,5.409090909090909,8,2,0,2
36,2019-07-18 16:29:24,samgichuru,19,140,5.409090909090909,8,2,0,2
37,2019-07-18 16:19:55,shikshaarora_ say default settings coz fredmatiangi watching c httpstcoqqwhlegfpl,19,140,6.421052631578948,6,1,0,0
38,2019-07-18 16:12:37,samgichuru,19,140,5.409090909090909,8,2,0,2
39,2019-07-18 15:57:55,na lacked meaning high time kenyans wake stop stupidity man wi httpstcorbfperjwn0,25,140,4.64,10,0,0,1
40,2019-07-18 15:44:14,senator045 ever gone contact list youre broke discover 98 contact useless ar,23,140,4.875,10,1,0,1
41,2019-07-18 15:43:54,ever gone contact list youre broke discover 98 contact useless httpstco2y0pluwkxv,21,140,5.409090909090909,10,0,0,0
42,2019-07-18 15:42:48,railajunior oamollo disgusting,6,54,8.166666666666666,1,1,0,0
43,2019-07-18 15:29:20,kwani thing turning compulsory military conscription exercise card going httpstcolamevrbksd,18,140,6.833333333333333,6,1,0,0
44,2019-07-18 15:27:21,ungana nasi saa moja leo alhamisi pale kbcchannel1 tukujuze habari za humu nchini na vilevile ughaibuni na ngazi z httpstcolkzesiyoj1,20,140,6.05,0,0,0,0
45,2019-07-18 15:25:00,huduma namba fits description remember vision spiritual spiritual realm affects httpstco0k0x18xllq,19,140,6.421052631578948,7,0,0,0
46,2019-07-18 15:08:18,mugiirajob hello kuraroads concern today 18th july 2019 thika rd outering rd junction still completed,24,139,4.833333333333333,4,0,0,1
47,2019-07-18 15:07:55,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
48,2019-07-18 15:04:55,noreenmakosewe muturialex emekaokoye expect rolled across parts africa soon takes hold,22,139,5.363636363636363,8,1,0,1
49,2019-07-18 14:55:49,come hang every friday youtube subscribe click notification bell httpstco7ocoii9tep,17,117,5.9411764705882355,7,0,0,0
50,2019-07-18 14:37:12,hudumanamba government knows bill passed law due ruling high c httpstco7umq61svou,20,140,5.409090909090909,9,2,0,1
51,2019-07-18 14:27:43,hello kuraroads concern today 18th july 2019 thika rd outering rd junction still comple httpstcommwu4wadl2,22,140,5.409090909090909,4,0,0,0
52,2019-07-18 14:26:43,kenyans doomed kot hudumanamba hudumabill2019 arrestduale agechallenge2019 httpstcotft6pyfgwj,9,127,11.3,1,6,0,1
53,2019-07-18 14:25:29,briansikulu1 hudumanamba kenyans basically able anything including getting married list,18,140,5.714285714285714,7,2,0,1
54,2019-07-18 14:25:14,hudumanamba kenyans basically able anything including getting married l httpstcohjoyituu7s,16,140,6.421052631578948,7,2,0,0
55,2019-07-18 13:58:00,welcome kenya real criminals roam freely whereas innocent kenyan either heavily fined serve httpstcop5zcokcter,21,140,5.714285714285714,6,0,0,0
56,2019-07-18 13:55:08,mwathikijoshua im waiting day therell enough evidence courtrooms convict criminal fai,22,140,5.409090909090909,8,2,0,1
57,2019-07-18 13:41:52,samgichuru,19,140,5.409090909090909,8,2,0,2
58,2019-07-18 13:21:19,samgichuru,19,140,5.409090909090909,8,2,0,2
59,2019-07-18 13:14:54,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
60,2019-07-18 12:50:31,vgogero abubakar_dayax maskani254 dci_kenya eacckenya wacha itoke kwanza tutajua ni duale mgani,13,114,7.846153846153846,0,1,0,0
61,2019-07-18 12:46:59,yayeemaisha wadu chandi nango coconut,6,78,10.142857142857142,0,2,0,0
62,2019-07-18 12:45:28,tuko_co_ke argued unconstitutional make huduma namba mandatory yet many kenyans fully comprehend ent,23,140,5.130434782608695,8,0,0,1
63,2019-07-18 12:43:02,isnt amazing much body change well taken care would like help lose weight naturaly httpstcopsna2xcdbq,23,140,4.875,7,0,0,1
64,2019-07-18 12:35:12,theminthub businesses successful society around fails day throw back last csr event wat,26,140,4.384615384615385,12,1,0,2
65,2019-07-18 12:27:16,getting services pay hudumanamba hudumabill2019,11,96,6.384615384615385,5,3,0,0
66,2019-07-18 12:20:09,businesses successful society around fails day throw back last csr eve httpstcoyatg1bknp9,24,140,4.875,12,1,0,1
67,2019-07-18 12:19:42,hp probook 430 g2 intel core i7 4gb ram 500gb hdd 23ghz 136inch hd display ksh27000 0713 189 visit us,19,140,4.64,0,0,4,7
68,2019-07-18 12:19:39,sasa sisi wenye tuli tutasaidika aje kuko na second chance ya ku line hapo chini na mti,20,114,4.75,1,1,0,0
69,2019-07-18 12:15:55,bec2019 royalassemblychurch get lr hands involved something stop wishing money httpstcojuxkpzauyu,17,139,7.235294117647059,4,3,0,1
70,2019-07-18 12:13:40,losses business doesnt mean idea worthless thursdaythoughts hudumabill2019 httpstcodtumixkaa2,12,127,8.846153846153847,4,3,0,0
71,2019-07-18 12:00:54,thinks kenyans problems cannot solved hudumanamba hudumabill2019 threats interiorke httpstcogynugj3grx,17,139,7.235294117647059,7,2,0,0
72,2019-07-18 11:59:50,lets think deeper government currently conducting whatever wan httpstcoitfrywugvd,17,140,7.235294117647059,5,1,0,0
73,2019-07-18 11:53:43,nairobi city still good people conductor kept littmans stethoscope inadvertently drop httpstcocgv1ffzudu,20,140,6.05,5,0,0,2
74,2019-07-18 11:42:54,whats next head taxhudumanumber,6,38,5.5,0,0,0,0
75,2019-07-18 11:38:52,samgichuru,19,140,5.409090909090909,8,2,0,2
76,2019-07-18 11:15:36,africansalihiya one 12acre available next infinity park nairobi title deed ready call 0780 792579 httpstcomqievt08mn,19,139,6.611111111111111,3,0,1,0
77,2019-07-18 11:10:56,samgichuru,19,140,5.409090909090909,8,2,0,2
78,2019-07-18 11:09:59,one 12acre available next infinity park nairobi title deed ready call 0780 792579 dm httpstcod5pckoitmy,20,128,5.631578947368421,4,0,2,1
79,2019-07-18 10:57:52,adammaina_ evoked mixed feelings kenyans share sentiments fun microsurveys onepulse,18,140,6.368421052631579,6,1,0,1
80,2019-07-18 10:50:03,patric_mutwiri happen citizens entitled affordable healthcare ushenzike hudumanamba hudumabill2019 hudu,15,140,7.5625,4,4,0,1
81,2019-07-18 10:45:22,fredmatiangi dear mr deporter remember english says ladies first kenya jamesrealest moneyheist algsen,20,137,7.0625,0,5,0,1
82,2019-07-18 10:40:55,happen citizens entitled affordable healthcare ushenzike hudumanamba hudumabill2019 httpstcopy74fizocx,13,137,8.642857142857142,4,3,0,0
83,2019-07-18 10:30:54,hujuma number,3,27,8.333333333333334,0,1,0,0
84,2019-07-18 10:23:52,argued unconstitutional make huduma namba mandatory yet many kenyans fully comprehend wha httpstcol5b2q7tamd,20,140,6.05,6,0,0,0
85,2019-07-18 10:11:49,imagine senators mps fought hudumabill2019 energy money httpstcopnnfnmmit5,20,140,6.05,10,1,0,0
86,2019-07-18 10:09:14,samgichuru,19,140,5.409090909090909,8,2,0,2
87,2019-07-18 10:01:54,samgichuru,19,140,5.409090909090909,8,2,0,2
88,2019-07-18 09:58:31,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
89,2019-07-18 09:56:00,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
90,2019-07-18 09:53:47,strawman nature cage httpstcom7hgfjrjvr every kenyan watch cisnyakundi httpstcookxndhlr4l,17,138,8.066666666666666,4,1,0,0
91,2019-07-18 09:44:57,adammaina_ evoked mixed feelings kenyans share sentiments fun microsurveys onepulse,18,140,6.368421052631579,6,1,0,1
92,2019-07-18 09:43:38,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
93,2019-07-18 09:43:37,adammaina_ evoked mixed feelings kenyans share sentiments fun microsurveys onepulse,18,140,6.368421052631579,6,1,0,1
94,2019-07-18 09:43:08,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
95,2019-07-18 09:38:25,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
96,2019-07-18 09:37:49,uzalendonews_ke mandatory kenyans huduma namba get key services government proposed law,26,140,4.423076923076923,12,0,0,1
97,2019-07-18 09:37:40,evoked mixed feelings kenyans share sentiments fun microsurveys httpstcotfdnpljg96,16,138,7.117647058823529,5,1,0,0
98,2019-07-18 09:35:01,mandatory kenyans huduma namba get key services government proposed la,24,140,4.875,12,0,0,0
99,2019-07-18 09:32:44,samgichuru,19,140,5.409090909090909,8,2,0,2
100,2019-07-18 09:21:03,iphone amp phone repair repair replace camera broken screens speakers power button volume upd httpstcozzkps7af4x,18,144,6.722222222222222,0,0,0,0
101,2019-07-18 09:03:46,comes creating moments capturing makes best photographer mugshotic featured httpstcoklcjwyug3m,15,136,6.555555555555555,6,2,0,0
102,2019-07-18 08:59:54,kizungu yenye iko nrg radio ni ya peer pressure kenya,12,74,5.0,0,2,0,1
103,2019-07-18 08:57:14,thedjboyie naona leo imetrend walisikia kilio yako hudumanamba,9,79,7.777777777777778,0,2,0,0
104,2019-07-18 08:33:07,tired losing click link httpstcol0fyztqak6 esther arunga huduma number moses kuria httpstcotvosk7eoha,13,138,8.066666666666666,2,1,0,0
105,2019-07-18 08:32:46,gok pushing point punda hajachoka aje ever seen people going ape shit httpstcogcypybbnvp,21,139,5.318181818181818,4,0,0,0
106,2019-07-18 08:26:00,fact kenya hudumanamba manifestation kakistocratic tendencies unjust act mandated law httpstcowefvhvt4gk,19,140,6.421052631578948,6,2,0,0
107,2019-07-18 08:20:26,alekkiwachira dailynation dealing corruption tough forcing httpstcovqhlgqpuok,18,140,6.833333333333333,8,1,0,0
108,2019-07-18 08:16:56,samgichuru,19,140,5.409090909090909,8,2,0,2
109,2019-07-18 08:16:02,alvinoduor ktnkenya redundant draconian order cant take take value adding,23,139,5.086956521739131,9,1,0,1
110,2019-07-18 08:15:27,mswada mpya umewasilishwa bungeni kupendekeza wasio na hudumanamba kuorodheshwa kama watu wahalifu httpstcoj8t9htdpqm,14,125,8.615384615384615,0,1,0,0
111,2019-07-18 08:15:03,samgichuru,19,140,5.409090909090909,8,2,0,2
112,2019-07-18 08:13:11,japan one week amp travelled across country asked drivers used amp waiters restaurants httpstco0chvwtg4xz,24,148,5.208333333333333,7,0,0,3
113,2019-07-18 08:08:35,timu ya taifa ya nigeria supereagles9ja walijifungia jamvi ya mashindano ya kombe la taifa afconnchini kwa kut httpstcotsenpnb8gv,19,140,6.777777777777778,0,2,0,0
114,2019-07-18 08:04:36,samgichuru,19,140,5.409090909090909,8,2,0,2
115,2019-07-18 08:03:04,muturialex emekaokoye expect rolled across parts africa soon takes hold httpstcoyge3c5welp,20,140,6.05,8,1,0,0
116,2019-07-18 07:50:37,mwathikijoshua im waiting day therell enough evidence courtrooms convict criminal fai,22,140,5.409090909090909,8,2,0,1
117,2019-07-18 07:49:17,samgichuru,19,140,5.409090909090909,8,2,0,2
118,2019-07-18 07:46:05,yvonnekates hehe yaani hii upuus ni ukweli httpstcozskeuekjxx,10,86,7.7,0,1,0,1
119,2019-07-18 07:37:36,samgichuru,19,140,5.409090909090909,8,2,0,2
120,2019-07-18 07:37:21,hehe yaani hii upuus ni ukweli httpstcozskeuekjxx,8,69,7.75,0,1,0,0
121,2019-07-18 07:32:55,guys complaining m7 issues birth certificates httpstcoefiallppju,10,96,8.7,2,1,0,1
122,2019-07-18 07:31:52,samgichuru,19,140,5.409090909090909,8,2,0,2
123,2019-07-18 07:30:29,mwalimurachel uko tu sawa hta mm sina never late qr,13,78,5.076923076923077,1,1,0,0
124,2019-07-18 07:29:35,samgichuru,19,140,5.409090909090909,8,2,0,2
125,2019-07-18 07:28:18,samgichuru,19,140,5.409090909090909,8,2,0,2
126,2019-07-18 07:22:45,_nyarsouth moses kuria saying win elections kenya give money iebc good reason,27,140,4.222222222222222,13,0,0,2
127,2019-07-18 07:13:58,mheshimiwa moses kuria kindly advice esther arunga akujie asaidie kujenga nchi,12,93,6.833333333333333,0,1,0,0
128,2019-07-18 07:12:10,moses kuria saying win elections kenya give money iebc good httpstco9a2kqriapt,25,140,4.64,13,0,0,1
129,2019-07-18 07:08:34,samgichuru,19,140,5.409090909090909,8,2,0,2
130,2019-07-18 07:05:41,didnt include oxygen services cant access without still safe,17,105,5.235294117647059,6,1,0,0
131,2019-07-18 06:58:22,samgichuru,19,140,5.409090909090909,8,2,0,2
132,2019-07-18 06:54:11,samgichuru,19,140,5.409090909090909,8,2,0,2
133,2019-07-18 06:52:19,samgichuru,19,140,5.409090909090909,8,2,0,2
134,2019-07-18 06:39:47,samgichuru,19,140,5.409090909090909,8,2,0,2
135,2019-07-18 06:37:38,railajunior oamollo redundant draconian order cant take take httpstcoshvoml5tfc,19,140,6.421052631578948,6,1,0,0
136,2019-07-18 06:22:55,tech_guruh hudumanambasome may think bill dictatorship call revolution according opinion one,22,140,5.130434782608695,7,1,0,2
137,2019-07-18 06:17:48,samgichuru,19,140,5.409090909090909,8,2,0,2
138,2019-07-18 06:16:58,letter matiangi didnt take hudumanamba government divorcing us asap httpstcoknlcmms716,18,124,6.294117647058823,6,1,0,1
139,2019-07-18 06:15:15,samgichuru,19,140,5.409090909090909,8,2,0,2
140,2019-07-18 06:12:59,httpstcobbw36rwwv9,17,139,6.368421052631579,8,2,0,1
141,2019-07-18 06:11:58,ktnkenya redundant draconian order cant take take value httpstcoz38wxjjwu5,21,140,5.714285714285714,8,1,0,0
142,2019-07-18 06:07:46,mwathikijoshua im waiting day therell enough evidence courtrooms convict criminal fai,22,140,5.409090909090909,8,2,0,1
143,2019-07-18 06:05:28,atleast iharakishe itoe izi ujinga kaa forceful evictions even countless eviction notice dati httpstcozsk3z51chx,16,140,7.8125,1,1,0,0
144,2019-07-18 05:59:46,mwathikijoshua im waiting day therell enough evidence courtrooms convict criminal fai,22,140,5.409090909090909,8,2,0,1
145,2019-07-18 05:59:12,mwathikijoshua im waiting day therell enough evidence courtrooms convict criminal fai,22,140,5.409090909090909,8,2,0,1
146,2019-07-18 05:58:04,mwathikijoshua im waiting day therell enough evidence courtrooms convict criminal fai,22,140,5.409090909090909,8,2,0,1
147,2019-07-18 05:51:47,im waiting day therell enough evidence courtrooms convict criminal httpstcolvywkchbak,20,139,6.0,8,1,0,0
148,2019-07-18 05:50:01,ancestors resources courage descendants resources courage,13,104,6.0,6,1,0,0
149,2019-07-18 05:26:21,hudumanambasome may think bill dictatorship call revolution according opinio httpstcoyc5xkfavw7,19,140,6.05,6,1,0,1
150,2019-07-18 05:24:38,thing discussed floor national assembly lack merits constitution,25,136,4.666666666666667,15,1,0,0
151,2019-07-18 04:59:14,let comment thing,7,42,5.142857142857143,3,1,0,0
152,2019-07-18 04:19:00,pauqwapakawa talk httpstcokijrxciojb thursdaythoughts,4,83,11.0,0,3,0,0
153,2019-07-18 03:48:21,duped us registering theyre coming bill making critical almost httpstcocajoy5ded4,21,140,5.714285714285714,8,1,0,0
154,2019-07-17 21:56:12,shiroh_d become renegades turn tables choice got least dont think hudum,28,140,4.3076923076923075,10,2,0,1
155,2019-07-17 21:56:02,become renegades turn tables choice got least dont think jklive,27,140,4.52,10,3,0,0
156,2019-07-17 20:01:36,much fiber could bad health httpstcop9lobcipaq ktnpointblank,11,100,6.769230769230769,4,2,0,0
157,2019-07-17 19:57:25,government forces get numberjust realize never good good httpstco6bu1caynvs,22,140,5.409090909090909,11,0,0,0
158,2019-07-17 19:54:15,never right something huduma number swiss cheese fear uniformly poked objects httpstcodfkxbtryyo,21,138,5.619047619047619,7,0,0,2
159,2019-07-17 06:06:35,metropoltvke know hudumanambake businessam httpstcokhztj4taee,12,112,8.25,4,2,0,1
160,2019-07-17 05:47:45,know hudumanambake businessam httpstcokhztj4taee,10,94,8.3,4,2,0,0
161,2019-07-17 03:16:10,public 2572016 kenya school government lower kabete campus,13,98,6.615384615384615,3,1,0,0
162,2019-07-16 17:44:49,think hoax like others experienced invented people high sc httpstcod3olghovm7,20,140,5.714285714285714,8,1,0,1
163,2019-07-16 13:59:24,sammythuku2 wapi maybe anataka kufungua yake msituache sisi wa tubebwe pia,11,95,7.0,0,1,0,0
164,2019-07-16 13:07:38,tugengirl fact harmonization registration certificate simple application,16,116,6.733333333333333,6,1,0,0
